업소명,소재지,위도,경도
숯양두마리치킨 정관점,부산광역시 기장군 정관읍 모전3길 13-2(1층),35.33578229,129.1676826
순살만1등치킨,부산광역시 기장군 기장읍 차성로436번길 8(교리종합시장 C동 103호),35.25412193,129.2185071
송송숯불두마리치킨 정관점,부산광역시 기장군 정관읍 구연4로 8(해오름오피스텔 101호),35.32089098,129.1798296
상문이숯불두마리치킨,부산광역시 기장군 기장읍 차성동로 95(1층),35.2462538,129.2166422
비에이치씨치킨,부산광역시 기장군 기장읍 차성로344번길 14,35.24795876,129.2147119
비에이치씨 치킨,부산광역시 기장군 정관읍 가동길 10,35.32639856,129.1797998
비비큐치킨(정관중앙점),부산광역시 기장군 정관5로 12(227동 125호 동원로얄듀크상가),35.31947503,129.1743653
비비큐치킨,부산광역시 기장군 기장읍 대청로 8(1층),35.23778244,129.2111102
비비큐치킨,부산광역시 기장군 기장읍 차성동로 110(1층),35.24749251,129.2171552
부산기장점 굽네치킨,부산광역시 기장군 기장읍 차성동로 161,35.252181,129.2170166
봉다리숯불두마리치킨 기장점,부산광역시 기장군 기장읍 반송로 1637(1층),35.25123227,129.2172441
바삭이치킨 정관점,부산광역시 기장군 정관읍 달산길 21(뉴경회루 102호),35.31920002,129.1831483
문진옥숯불바베큐치킨 기장점,부산광역시 기장군 기장읍 차성로 277,35.24231184,129.2133531
멕시카나치킨 기장점,부산광역시 기장군 기장읍 읍내로 68(1층),35.24512339,129.211626
맥시칸치킨 정관점,부산광역시 기장군 정관읍 구연방곡로 42-1(1층),35.32325437,129.1851651
라이브피자치킨,부산광역시 기장군 기장읍 대청로45번길 61,35.24072384,129.215307
땅땅치킨 정관1호점,부산광역시 기장군 정관읍 정관4로 24(501상가동 지하1층 B101호 동일스위트),35.32508489,129.1703002
디케이치킨 정관점,부산광역시 기장군 정관읍 구연2로 15,35.32022199,129.1818765
디케이치킨,부산광역시 기장군 기장읍 차성동로154번길 6(1층),35.25139764,129.217829
디디씨(DDC)치킨 정관점,부산광역시 기장군 정관읍 모전1길 20-3(1층 102호 산양프라자),35.335777,129.1672976
네네치킨&봉구스밥버거,부산광역시 기장군 일광읍 해빛3로 122(102호),35.26690997,129.2223036
네네치킨 정관신도시점,부산광역시 기장군 정관읍 구연로 42(1층),35.32096104,129.1837238
네네치킨,부산광역시 기장군 기장읍 차성로436번길 6-2(101호),35.25422384,129.2182339
냠냠 숯불두마리치킨(부산정관점),부산광역시 기장군 정관읍 정관5로 26(센텀프라자 1층 119호),35.32099416,129.1747942
남다른 썬치킨 장안점,부산광역시 기장군 장안읍 해맞이로 387-6(1층),35.32759243,129.2785729
나도짱깨 치킨삼파전,부산광역시 기장군 일광읍 일광로 634,35.2988073,129.2584612
꾸브라꼬숯불두마리치킨,부산광역시 기장군 정관읍 정관로 501-11(107호),35.32576967,129.1712559
꾸브라꼬 숯불두마리 치킨,부산광역시 기장군 기장읍 차성로390번길 23(1층),35.25246259,129.216801
깡통치킨,부산광역시 기장군 정관읍 구연3로 5(신세계빌딩 113호),35.32050064,129.1810337
김종구식맛치킨·전기바베큐 옛날통닭 부산기장점,부산광역시 기장군 기장읍 반송로 1635(1층),35.25123515,129.2169585
김종구 식맛치킨·옛날통닭 정관점,부산광역시 기장군 정관읍 정관8로 3(103호),35.32372321,129.1768574
기영이 숯불두마리치킨 부산정관점,부산광역시 기장군 정관읍 모전3길 21(101호),35.33607364,129.1683138
굽네치킨 정관신도시점,부산광역시 기장군 정관읍 정관로 595(110호),35.32073607,129.1790795
굽네치킨 정관모전점,부산광역시 기장군 정관읍 정관로 350(323동 B101호 이지더원3차상가),35.33580536,129.164361
굽네치킨 일광신도시점,부산광역시 기장군 일광읍 해빛로 39-14(1층 102호),35.26661201,129.2232443
교촌치킨 정관2호점,부산광역시 기장군 정관읍 모전3길 2(1층),35.33475709,129.1683718
교촌치킨 정관1호점,"부산광역시 기장군 정관읍 구연로 22(103,104,105호)",35.3216571,129.1816774
교촌치킨 일광점,부산광역시 기장군 일광읍 해빛6로 43-19(1층),35.26476093,129.2253485
교촌치킨 기장점,부산광역시 기장군 기장읍 차성로338번길 8,35.24754806,129.2143212
BHC치킨 기장대청점,부산광역시 기장군 기장읍 대청로35번길 64,35.24068827,129.2143616
60계치킨 부산기장점,부산광역시 기장군 기장읍 차성로344번길 26(피오네 1층),35.24796236,129.2152503
훼미리치킨,부산광역시 사상구 새벽시장로45번길 17(감전동),35.15639009,128.9788758
훌랄라참숯치킨 주례점,부산광역시 사상구 주례로10번길 123(1층 주례동),35.1493545,129.0047358
호식이두마리치킨주례점,부산광역시 사상구 냉정로 132(1층 주례동),35.1494804,129.0144939
호식이두마리치킨 엄궁점,부산광역시 사상구 엄궁로179번길 50(엄궁동),35.12750652,128.9736141
호식이두마리치킨 덕포점,부산광역시 사상구 덕상로 45(덕포동),35.17550128,128.9897651
호식이두마리치킨 감전점,부산광역시 사상구 사상로 135(삼보빌딩 1층 감전동),35.15806136,128.988401
한마리치킨,부산광역시 사상구 사상로 531(1층 모라동),35.19154351,128.9889826
피자나라치킨공주 엄궁점,부산광역시 사상구 엄궁로 171(1층 엄궁동),35.12912491,128.9763654
피자나라 치킨공주,부산광역시 사상구 새벽로202번길 48(1층 감전동),35.15859096,128.9864646
포다리치킨,부산광역시 사상구 사상로525번길 31(1층 모라동),35.19198372,128.9869566
페스트치킨앤피자,"부산광역시 사상구 백양대로950번나길 14(상가4동 1층 101호 모라동, 협성아파트)",35.19098783,128.9929947
페리카나치킨,부산광역시 사상구 학감대로 129(학장동),35.14255373,128.9877304
티바두마리치킨,부산광역시 사상구 학감대로123번길 45-6(1층 1-1호 학장동),35.14103823,128.9856599
통통맛치킨,부산광역시 사상구 백양대로494번길 29(1층 주례동),35.155166,128.9985073
치킨플라이,부산광역시 사상구 덕상로 16(덕포동),35.17279122,128.9893809
치킨을사랑한떡볶이,부산광역시 사상구 가야대로 369(2층 주례동),35.15156563,129.0130601
치킨아트,부산광역시 사상구 학장로216번길 26-10(학장동),35.14345863,128.9895081
치킨신드롬 주례점,"부산광역시 사상구 가야대로255번길 5(114동 101호 주례동, 주례롯데캐슬골드스마트)",35.15231306,128.9968701
치킨신드롬 엄궁점,부산광역시 사상구 대동로64번길 36(1층 103호 엄궁동),35.13521841,128.9774807
치킨신드롬 감전점,부산광역시 사상구 사상로 139-1(감전동),35.15846991,128.9880437
치킨신드롬,"부산광역시 사상구 백양대로700번길 13(105동 205호 덕포동, 청구아파트)",35.16947351,128.9894504
치킨신드롬,부산광역시 사상구 동주로 9(1층 주례동),35.14752534,129.0003015
청년숯불두마리치킨 엄궁학장점,부산광역시 사상구 가야대로176번길 25(학장동),35.14782158,128.9916901
청년숯불두마리치킨,부산광역시 사상구 운산로 88(1층 괘법동),35.16752841,128.9859031
청년숯불두마리치킨,부산광역시 사상구 가야대로378번길 59(1층 주례동),35.14844491,129.0143603
처갓집양념치킨주례점,부산광역시 사상구 가야대로306번길 69(1층 주례동),35.14732972,129.0064997
처갓집양념치킨(덕포점),부산광역시 사상구 사상로342번길 40(1층 덕포동),35.17475315,128.9864515
처갓집양념치킨 엄궁점,부산광역시 사상구 대동로 40(1층 엄궁동),35.13440408,128.9745083
처갓집양념치킨 사상점,부산광역시 사상구 광장로81번길 90(괘법동),35.16631095,128.9837588
처갓집양념치킨 모라점,부산광역시 사상구 백양대로 924(상가2동 110호 모라동),35.18865813,128.9912973
처갓집 양념치킨 신주례점,부산광역시 사상구 백양대로500번길 1(주례동),35.15428023,128.9977063
처가집양념치킨,부산광역시 사상구 대동로 148-29(학장동),35.13892729,128.9836483
찌웅이네숯불두마리치킨,부산광역시 사상구 백양대로700번길 13(덕포청구아파트 105동 204호 덕포동),35.16947351,128.9894504
지코바치킨괘법(사상)점,부산광역시 사상구 운산로 42(한신상가 2동 101호 괘법동),35.16810873,128.9810472
지코바숯불치킨덕포점,부산광역시 사상구 덕상로 57(덕포동),35.1765568,128.9896571
지코바숯불치킨,부산광역시 사상구 대동로 83(학장동),35.13777056,128.9773357
지코바숯불양념치킨,부산광역시 사상구 엄궁남로 43(엄궁동),35.12392024,128.9734507
지코바숯불양념치킨,부산광역시 사상구 가야대로306번길 13(주례동),35.14990118,129.0062021
지코바숯불양념치킨,부산광역시 사상구 주례로10번길 115(1층 주례동),35.14953148,129.005133
주례2호점굽네치킨,부산광역시 사상구 가야대로366번길 48(1층 주례동),35.14891845,129.012709
정성숯불두마리치킨,부산광역시 사상구 사상로161번길 39(1층 감전동),35.15826837,128.9862303
자담치킨 부산괘법점,부산광역시 사상구 사상로148번길 26(1층 감전동),35.15934736,128.9887678
자담치킨 덕포삼락점,부산광역시 사상구 삼덕로46번길 92(삼락동),35.17007697,128.9806537
자담치킨,부산광역시 사상구 백양대로 984(모라동),35.19364406,128.9933455
인생치킨,부산광역시 사상구 낙동대로1234번길 9(1층 삼락동),35.17030879,128.9776267
이차로 치킨,부산광역시 사상구 사상로531번길 16(모라동),35.19230294,128.9887063
위잉로봇치킨,부산광역시 사상구 대동로 182(1층 106호 학장동),35.14360841,128.984407
엄닭두마리치킨 2호점,부산광역시 사상구 진사로 34(1층 주례동),35.14852969,129.0160734
양군치킨,부산광역시 사상구 운산로 76(1층 괘법동),35.16725063,128.9845935
야밤포차&야밤치킨,"부산광역시 사상구 백양대로 372-19(상가동 106호 주례동, 한일유앤아이아파트)",35.1541527,129.0108971
썬더치킨,부산광역시 사상구 사상로269번길 28(1층 덕포동),35.16920252,128.9806652
쌍둥이 숯불 두마리치킨 사상점,부산광역시 사상구 사상로161번길 23(괘법동),35.15897005,128.9864034
심할매치킨,부산광역시 사상구 가야대로 291(1층 주례동),35.15091622,129.0044587
송가네 숯불 두마리 치킨,부산광역시 사상구 사상로342번길 27(덕포늘푸른아파트 상가2동 101호 덕포동),35.17502811,128.985895
상구야치킨호프 모덕점,부산광역시 사상구 사상로394번길 3(덕포동),35.17968948,128.9857537
상구야치킨,부산광역시 사상구 모라로 76(모라동),35.18903291,128.988458
상구야 치킨피자,부산광역시 사상구 모라로 74-1(1층 모라동),35.18775413,128.9883108
범프리카의 인생치킨,부산광역시 사상구 가야대로366번길 26(1층 주례동),35.14980238,129.0126431
몽이두마리치킨,부산광역시 사상구 광장로87번길 10(1층 괘법동),35.16307495,128.98597
몽이두마리치킨,부산광역시 사상구 광장로87번길 10(2층 괘법동),35.16307495,128.98597
멕시카나치킨,부산광역시 사상구 낙동대로 770(엄궁동),35.12933791,128.9711782
멕시카나치킨,부산광역시 사상구 낙동대로 752(엄궁동),35.12822024,128.9700458
맥시칸치킨(주례점),부산광역시 사상구 가야대로366번길 16(주례동),35.15022764,129.0124509
맥시칸치킨 엄궁점,부산광역시 사상구 낙동대로776번길 19(엄궁동),35.12958987,128.9723552
맥시칸치킨,부산광역시 사상구 백양대로 458(주례동),35.15295626,129.0019375
맥시칸 치킨,부산광역시 사상구 운산로 21(동양한신아파트 상가3동 320호 삼락동),35.16929511,128.9792502
맘스터치 피자 앤 치킨 덕포역점,부산광역시 사상구 사상로309번길 14(1층 덕포동),35.17257568,128.9826488
맘모스 치킨,부산광역시 사상구 백양대로 372-33(2층 주례동),35.15438631,129.0109878
똥꼬치킨 주례점,부산광역시 사상구 가야대로282번길 1(2층 주례동),35.15014966,129.0034176
땅땅치킨 신라대점,부산광역시 사상구 백양대로 701-1(덕포동),35.16968184,128.9882234
땅땅치킨 괘법점,부산광역시 사상구 광장로104번길 46(1층 괘법동),35.16005657,128.988019
디케이치킨 주례점,부산광역시 사상구 주례로10번길 128(1층 주례동),35.14943817,129.0044295
디케이(DK)치킨,"부산광역시 사상구 엄궁로 206(101호 엄궁동, 섬진아파트 4차)",35.13069382,128.9729499
동근이 숯불 두마리치킨,부산광역시 사상구 운산로 96(1층 괘법동),35.16756748,128.9866391
동근이 숯불 두마리 치킨,부산광역시 사상구 대동로 129(육오빌딩 1층 학장동),35.14007273,128.9813467
덕포점굽네치킨,부산광역시 사상구 삼덕로 72-1(1층 덕포동),35.17366858,128.9845941
당신은지금치킨이땡긴다 덕포점,부산광역시 사상구 백양대로762번길 10(1층 덕포동),35.17471361,128.9890858
닭은쿠두마리치킨,"부산광역시 사상구 학감대로 109-43(105호 학장동, 극동상가)",35.13893143,128.9875658
네네치킨 학장점,"부산광역시 사상구 학감대로123번길 89(상가동 206호 학장동, 학장동삼성2차아파트)",35.14058803,128.983383
네네치킨,부산광역시 사상구 백양대로 960-1(모라동),35.19174006,128.9924987
네네치킨,부산광역시 사상구 주례로 25(주례동),35.1488719,129.0118085
냠냠숯불두마리치킨 엄궁학장점,부산광역시 사상구 대동로 149(학장종합상가 1층 학장동),35.14115933,128.9829619
냠냠숯불두마리치킨 사상점,부산광역시 사상구 새벽로194번길 19(1층 괘법동),35.15825161,128.9849678
남썬치킨 엄궁학장점,부산광역시 사상구 대동로 112(학장동),35.13907553,128.9798203
남썬치킨 신주례점,부산광역시 사상구 백양대로 498(주례동),35.15411691,128.997836
남썬치킨 모라점,부산광역시 사상구 모라로110번길 45(모라동),35.18484525,128.9934908
꾸브라꼬숯불두마리치킨 덕포점,부산광역시 사상구 백양대로700번길 13(덕포청구아파트 105동 1층 101호 덕포동),35.16947351,128.9894504
꼬추닥치킨,부산광역시 사상구 사상로309번길 22(덕포동),35.17251606,128.9822199
꼬꼬번피자치킨 주례점,부산광역시 사상구 진사로 16-1(1층 주례동),35.14998962,129.0161135
꼬꼬네치킨족발,부산광역시 사상구 백양대로 967(모라동),35.19239071,128.992298
김해치킨,부산광역시 사상구 사상로293번길 17(1층 덕포동),35.17112153,128.9818958
김종구식맛치킨·전기바베큐옛날통닭 학장점,부산광역시 사상구 대동로 87(1층 학장동),35.13802044,128.9776459
김종구식맛치킨·전기바베큐옛날통닭 부산신모라점,부산광역시 사상구 백양대로 900(모라동),35.18666723,128.9911523
김종구식맛치킨·전기바베큐옛날통닭 부산괘법점,"부산광역시 사상구 사상로223번길 23(304동 105,106호 괘법동, 센트럴 스타힐스)",35.16412682,128.9818774
기영이 숯불두마리치킨 부산덕포점,부산광역시 사상구 사상로285번길 14(1층 덕포동),35.17049043,128.9819101
굽네치킨 학장점,부산광역시 사상구 대동로 147-3(1층 학장동),35.14086234,128.9829034
굽네치킨 엄궁점,부산광역시 사상구 대동로 22(1층 엄궁동),35.13292265,128.9737774
굽네치킨 감전점,부산광역시 사상구 괘감로 108-1(1층 감전동),35.1567622,128.9863328
굽네치킨,부산광역시 사상구 양지로8번길 45-15(주례동),35.15425788,129.0047632
교촌치킨 학장점,부산광역시 사상구 대동로 69(학장동),35.13684266,128.9761505
교촌치킨 엄궁점,부산광역시 사상구 엄궁북로 39(엄궁동),35.12830861,128.9747538
교촌치킨 신주례점,부산광역시 사상구 백양대로 328(주례동),35.15388712,129.0157011
교촌치킨 덕포점,부산광역시 사상구 백양대로 770-1(1층 덕포동),35.17572648,128.9886809
땅땅치킨 해운대점,"부산광역시 해운대구 구남로 46(102호 중동, 웨이브타운)",35.16012093,129.1613987
교촌치킨,"부산광역시 사상구 운산로 36(한신아파트 상가1동 109, 111, 112, 113호 괘법동)",35.1683469,128.980578
DK동키치킨 사상점,부산광역시 사상구 사상로224번길 20(1층 괘법동),35.16526891,128.9844269
B.H.C 치킨,부산광역시 사상구 덕상로 25(1층 덕포동),35.17371912,128.989447
B.B.O 치킨,부산광역시 사상구 백양대로 964-1(모라동),35.19208138,128.9926456
2피자1치킨상회,부산광역시 사상구 백양대로700번길 13(105동 202호 덕포동),35.16947351,128.9894504
화락바베큐치킨 부산광안점,"부산광역시 수영구 장대골로39번길 3(1층 102호 광안동, 이린타워빌7)",35.15926628,129.1093497
홀까닭. 치킨에 홀린 까닭,부산광역시 수영구 광안로 13(1층 광안동),35.156894,129.1144321
호식이두마리치킨 망미점,부산광역시 수영구 연수로296번길 9(1층 망미동),35.17237746,129.1028864
호식이두마리치킨,부산광역시 수영구 호암로 20(광안동),35.15667535,129.1107632
픽업 박스 치킨,부산광역시 수영구 무학로9번길 54(광안동),35.16409539,129.1154854
피자나라치킨공주 광안점,부산광역시 수영구 수영로594번길 94(1층 광안동),35.15799264,129.1184532
피자나라 치킨공주 부산망미점,부산광역시 수영구 수미로 47(1층 망미동),35.17353758,129.1159548
태주반점&구구닭치킨,부산광역시 수영구 연수로369번길 15(1층 수영동),35.17114921,129.1110262
치킨플러스 부산광안점,부산광역시 수영구 광서로 22(1층 광안동),35.16442352,129.112153
치킨신드롬 망미중앙시장점,부산광역시 수영구 과정로 55(망미동),35.17635003,129.1071119
치킨신드롬 남천점,부산광역시 수영구 남천바다로 16(세흥시장 16677동 7호 남천동),35.14940486,129.1123214
치킨신드롬 광안역점,"부산광역시 수영구 장대골로7번길 36(상가동 지하1층 광안동, 협성엠파이어@)",35.15751075,129.1120587
치킨신드롬,"부산광역시 수영구 수미로 62(1층 수영동, 3~6/14~17호)",35.17307185,129.1175841
치킨삼파전 수영망미점,부산광역시 수영구 과정로 3(망미동),35.17184379,129.1090047
치킨버거클럽,부산광역시 수영구 광남로 218(1층 민락동),35.15870096,129.1227545
치킨 신드롬 광안점,부산광역시 수영구 광일로 59(광원아파트 상가동 1층 101~102호 광안동),35.16272625,129.1075307
청년 숯불 두마리치킨,부산광역시 수영구 수미로13번길 10(1층 망미동),35.17457014,129.1124779
처갓집양념치킨 수영점,부산광역시 수영구 수영로725번길 14(1층 수영동),35.16885804,129.1180533
처갓집양념치킨 망미점,부산광역시 수영구 망미번영로 79(망미동),35.17433483,129.1106194
처갓집양념치킨 남천점,부산광역시 수영구 남천동로 7(장우빌딩 1층 남천동),35.14302806,129.1098094
처갓집양념치킨 광안점,부산광역시 수영구 광일로29번가길 55(광안동),35.16064209,129.1077439
처갓집 양념치킨 광안해변점,부산광역시 수영구 수영로 506(근린생활시설-2동 10호 광안동),35.15084404,129.1116716
찐불이 찐숯불 두마리치킨 수영점,부산광역시 수영구 망미번영로74번길 98(1층 수영동),35.17281646,129.1159559
지코바숯불치킨,부산광역시 수영구 망미배산로18번길 17(1층 망미동),35.1750342,129.106106
지코바숯불양념치킨 망미1호점,"부산광역시 수영구 연수로 255-2(망미동, 1층)",35.1733159,129.0988153
지코바숯불양념치킨,부산광역시 수영구 황령대로489번길 10(105호 남천동),35.13856439,129.1080369
지코바 숯불양념치킨 동방점,부산광역시 수영구 광남로 208-2(1층 민락동),35.15856856,129.1214795
조선숯불두마리치킨,"부산광역시 수영구 감포로 100(1층 105호 민락동, 민락동카라디움주상복합)",35.16730664,129.1181638
정성숯불두마리치킨,부산광역시 수영구 광서로16번길 60(1층 광안동),35.16693548,129.1134496
자담치킨(망미연수로점),부산광역시 수영구 망미로22번길 24(1층 망미동),35.17086723,129.1034259
자담치킨 민락점,"부산광역시 수영구 광안해변로358번길 6(민락동,호원빌딩 104호)",35.15579584,129.1317474
자담치킨,"부산광역시 수영구 남천동로 91(301동 1층 106호 남천동, 남천 금호어울림 더 비치)",35.14465574,129.1121909
야마꼬치킨,부산광역시 수영구 광일로 30-6(1층 광안동),35.16262235,129.1109978
쌍둥이숯불두마리치킨 수영점,부산광역시 수영구 연수로369번길 16(1층 수영동),35.17105736,129.1112115
숯양두마리치킨 수영점,부산광역시 수영구 수영로610번길 32(1층 광안동),35.15993232,129.1153407
봉다리 숯불두마리치킨,부산광역시 수영구 황령대로481번길 60(2층 남천동),35.14038112,129.1094661
민락광안1동점굽네치킨,부산광역시 수영구 광남로 188(1층 민락동),35.15748931,129.1202463
몽이치킨,"부산광역시 수영구 무학로49번길 71(광안종합시장 4096동 7, 점포호 광안동)",35.16442206,129.1181791
멕시카나(치킨) 광안점,"부산광역시 수영구 광안로 20(109동 123호 광안동, 부산 광안동 쌍용 예가 디 오션)",35.1560626,129.1146622
맘스터치 피자앤치킨 부산병무청점,부산광역시 수영구 연수로 281(1층 망미동),35.17325449,129.1016029
림스치킨,"부산광역시 수영구 광안해변로 122(106호 남천동, 비치아파트 비상가)",35.14579304,129.1149609
땅땅치킨 광안점,부산광역시 수영구 광서로10번길 65(102호 광안동),35.16687757,129.1138659
디케이치킨 수영점,부산광역시 수영구 감포로 89(광안동),35.16629803,129.1180621
디케이(DK) 동키치킨 망미점,부산광역시 수영구 망미배산로48번길 58(1층 망미동),35.17653254,129.1029207
동근이 숯불두마리치킨,부산광역시 수영구 무학로49번길 68(1층 광안동),35.16413092,129.1184715
대접치킨,부산광역시 수영구 광서로16번길 60(2층 광안동),35.16693548,129.1134496
당신은지금치킨이땡긴다 광안점,부산광역시 수영구 수영로606번길 91(1층 광안동),35.15910931,129.1185673
닭서방 통다리치킨(광안점),부산광역시 수영구 광서로9번길 3(광안동),35.16400432,129.1136291
닭서방 통다리치킨,부산광역시 수영구 연수로275번길 6(망미동),35.17346768,129.1009581
네네치킨&봉구스밥버거 수영민락점,부산광역시 수영구 무학로 57(1층 민락동),35.16120326,129.1202205
네네치킨 광안1점,부산광역시 수영구 광안로49번길 73(1층 광안동),35.15801854,129.1195512
남썬치킨 광안1호점,부산광역시 수영구 장대골로 13(상가동 102호 광안동),35.15891714,129.112034
남다른썬치킨,부산광역시 수영구 수영로725번길 24(수영동),35.16886342,129.1174716
꾸브라꼬 숯불치킨,부산광역시 수영구 광일로 59(광원아파트 1층 116~119호 광안동),35.16272625,129.1075307
꽃님이 두마리 치킨& 탕 요리,부산광역시 수영구 구락로75번길 5(망미동),35.17367581,129.1166044
김종구 식맛치킨 부산광안광일로점,부산광역시 수영구 광일로 13(1층 광안동),35.16199415,129.1126577
굽네치킨망미점,부산광역시 수영구 과정로41번길 45(1층 망미동),35.17508038,129.1049978
굽네치킨 부산수영점,"부산광역시 수영구 수영로741번길 46(218동 104호 수영동, 수영협성르네상스타운)",35.17110223,129.1210041
굽네치킨 남천점,부산광역시 수영구 수영로408번길 65(상가동 2호 남천동),35.14087672,129.1114481
굽네치킨,부산광역시 수영구 수영로 540(1층 광안동),35.15381179,129.1124144
교촌치킨수영점,부산광역시 수영구 수영로 735(1층 수영동),35.16856251,129.1197946
교촌치킨 민락점,부산광역시 수영구 광남로 196-1(1층 민락동),35.15822317,129.1208162
교촌치킨 망미1호점,부산광역시 수영구 과정로 44-1(1층 망미동),35.17530784,129.1077235
교촌치킨 남천점,"부산광역시 수영구 남천동로10번길 15(1층 101호 남천동, 그린빌리지)",35.14233719,129.1094598
교촌치킨 광안2호점,부산광역시 수영구 수영로 538(1층 101호 광안동),35.15369493,129.1123799
교촌치킨 광안1호점,부산광역시 수영구 무학로 30-4(1층 광안동),35.16137719,129.1170068
60계치킨 (부산수영센텀점),"부산광역시 수영구 수미로14번길 35(상가동 104호 수영동, 수영강동원로얄듀크)",35.17223319,129.1117545
호식이두마리치킨 연산1호점,부산광역시 연제구 안연로8번길 11(1층 연산동),35.18840651,129.101632
호식이두마리치킨 부산거제점,"부산광역시 연제구 거제대로 160(2호 일부호 거제동, 동광)",35.18245717,129.0705355
피자나라치킨공주 부산거제점,부산광역시 연제구 거제대로178번길 36(1층 거제동),35.18414513,129.0723034
피자나라 치킨공주,"부산광역시 연제구 과정로283번나길 35(연산동,1층)",35.18635542,129.0982115
토곡점 굽네치킨,부산광역시 연제구 고분로 248(1층 일부호 연산동),35.18436096,129.1093397
치킨주의,부산광역시 연제구 월드컵대로58번길 22(1층 연산동),35.1797528,129.0857276
치킨왕김닭구&인생닭강정 부산시청점,"부산광역시 연제구 연제로42번길 35(1,2층 연산동)",35.17966389,129.0775253
치킨에 진심인 사람들,부산광역시 연제구 거제천로 49(거제동),35.17884338,129.0714652
치킨신드롬 연제중앙점,"부산광역시 연제구 반송로 80(108동 1층 104호 연산동, 일동미라주 상가)",35.19061288,129.0879146
치킨신드롬 거제아시아드점,"부산광역시 연제구 종합운동장로28번길 7(101동 1층 107호 거제동, 부산 아시아드 코오롱 하늘채 아파트)",35.19348713,129.0647509
치킨신드롬,부산광역시 연제구 과정로 175(연산동),35.18705986,129.1069609
치킨신드롬,"부산광역시 연제구 연제로 30(201동 지하 1층 B103호 연산동, 시청역 비스타 동원)",35.1792633,129.0769601
치킨스토리,부산광역시 연제구 금련로12번길 17(1층 연산동),35.17283472,129.0952191
청년숯불두마리치킨,부산광역시 연제구 배산북로11번길 40(1층 일부호 연산동),35.17673305,129.0917474
처갓집양념치킨 연산토곡점,부산광역시 연제구 과정로 294(1층 일부호 연산동),35.1886338,129.0954643
처갓집양념치킨 연산점,부산광역시 연제구 월드컵대로 109(연산동),35.18398277,129.0824352
처갓집양념치킨 연산1호점,부산광역시 연제구 쌍미천로 126(연산동),35.18376771,129.0873182
처갓집양념치킨 거제점,부산광역시 연제구 아시아드대로46번길 7(거제동),35.18892764,129.0686661
처갓집 양념치킨(시청점),부산광역시 연제구 연제로 3(1층 일부호 연산동),35.17577948,129.078473
찐불이 찐숯불두마리치킨,"부산광역시 연제구 봉수로 2(122동 103호 연산동, 힐스테이트연산 1단지)",35.17333411,129.0888257
지코바 숯불치킨 토곡점,부산광역시 연제구 과정로 175-1(1층 일부호 연산동),35.18719516,129.1069517
조선숯불두마리치킨 연산점,부산광역시 연제구 대리로 12(1층 연산동),35.1812174,129.0852421
정성숯불두마리치킨 본점,부산광역시 연제구 고분로13번길 67(2층 연산동),35.18827604,129.0861595
자담치킨(연산1점),부산광역시 연제구 연동로14번길 1(1층 연산동),35.18778983,129.0931033
완떡떡볶이 떡볶이&치킨 연산점,부산광역시 연제구 과정로278번길 13(1층 연산동),35.18871378,129.0965853
예림치킨,부산광역시 연제구 쌍미천로161번길 30(연산동),35.187162,129.0857494
연산2호점굽네치킨,부산광역시 연제구 중앙천로 35(연산동),35.1779772,129.0826958
에이스치킨,"부산광역시 연제구 쌍미천로135번길 28(연산동,1층)",35.18482779,129.0857073
썬더치킨(연산점),부산광역시 연제구 중앙천로 90(1층 연산동),35.18157962,129.0790108
썬더치킨 연산5호점,부산광역시 연제구 과정로 308(연산동),35.18913469,129.0939009
숯양두마리치킨 부산연산점,부산광역시 연제구 월드컵대로58번길 56(1층 연산동),35.17975396,129.087605
속닥속닭(치킨),부산광역시 연제구 거제대로96번길 43(1층 거제동),35.17648204,129.0704132
세븐치킨(법조타운점),"부산광역시 연제구 법원남로16번길 21(거제동,지상1층일부)",35.19172914,129.0749726
세븐치킨,부산광역시 연제구 과정로 281(연산동),35.18798434,129.0965096
사쿠사쿠치킨(연산점),부산광역시 연제구 거제천로230번길 70(웰메이드 오피스텔 상가1층 105호 연산동),35.18869528,129.0826296
부어치킨 연제구청점,"부산광역시 연제구 연제로 31(101호 연산동, 성일이안시티)",35.17756486,129.0763777
베테랑치킨호프,부산광역시 연제구 과정로132번길 20(연산동),35.18310723,129.1084443
멕시카나 치킨,부산광역시 연제구 월드컵대로 90-12(연산동),35.18211247,129.0839365
맥시칸 치킨,부산광역시 연제구 과정로192번길 8(연산동),35.18830824,129.1064728
맥시칸 치킨,부산광역시 연제구 아시아드대로64번길 4(거제동),35.19023993,129.0680684
맥시칸 치킨,부산광역시 연제구 과정로344번길 18(연산동),35.19099601,129.0914114
맘모스치킨,"부산광역시 연제구 월드컵대로 119(C동 1층 203,205,208,210호 연산동)",35.1848243,129.0820731
림스치킨,부산광역시 연제구 안연로8번길 61(연산동),35.18849865,129.1043782
"땅땅치킨(연산1,8동점)",부산광역시 연제구 과정로 313(1층 일부호 연산동),35.18886453,129.0928761
디케이치킨 연제점,부산광역시 연제구 중앙대로1038번길 57(1층 연산동),35.1794331,129.0801571
디케이(DK) 동키치킨 연산토곡점,부산광역시 연제구 신금로 9-2(1층 일부호 연산동),35.18995426,129.0939778
동근이숯불두마리치킨,부산광역시 연제구 쌍미천로 145(연산동),35.1854927,129.0869459
