업소명,소재지,위도,경도
당신은지금치킨이땡긴다 서면점,부산광역시 부산진구 부전로 34(1층 부전동),35.1532494,129.0564881
당신은 지금 치킨이 땡긴다 초읍점,부산광역시 부산진구 새싹로 202(1층 초읍동),35.17419804,129.0492066
당감점굽네치킨,부산광역시 부산진구 당감서로 118-1(당감동),35.16922001,129.0337742
뉴욕핫도그 앤 치킨,부산광역시 부산진구 중앙대로990번길 9(1층 양정동),35.17731199,129.0754193
노상치킨 부산가야점,부산광역시 부산진구 가야대로482번길 98(1층 가야동),35.14866072,129.0240536
노마진 치킨 본점,"부산광역시 부산진구 냉정로 173(1층 101호 개금동, 세광빌라)",35.15003819,129.0189127
노마진 치킨,부산광역시 부산진구 중앙대로909번길 30(1층 양정동),35.1725511,129.0694943
네네치킨신개금점,"부산광역시 부산진구 개금본동로23번길 22(개금동,번지)",35.15878957,129.0233246
네네치킨범천점,"부산광역시 부산진구 신암로 66(지상1층 106호 범천동, 엘에이치APT판매시설)",35.14738761,129.0547332
네네치킨,부산광역시 부산진구 동평로223번길 95(1층 연지동),35.17297586,129.0498166
네네치킨,부산광역시 부산진구 범양로 43(범전동),35.16864223,129.0629994
네네치킨,"부산광역시 부산진구 백양순환로28번길 50(당감동,외 1필지)",35.16830632,129.0352116
냠냠숯불두마리치킨(당감점),부산광역시 부산진구 당감로34번길 23(1층 당감동),35.16504275,129.0405269
남다른썬치킨 초읍자이점,"부산광역시 부산진구 새싹로 199(초읍동,1층)",35.17389341,129.0489941
남다른썬치킨 조방1호점,부산광역시 부산진구 범일로142번길 38(1층 범천동),35.14257783,129.0615297
남다른썬치킨 신암1호점,부산광역시 부산진구 신암로 73(1층 범천동),35.14804353,129.0539405
남다른썬치킨 부암1호점,부산광역시 부산진구 백양산로54번길 5(부암동),35.17408255,129.0311901
꾸브라꼬 숯불치킨 전포점,부산광역시 부산진구 동성로 108(동성의원 1층 전포동),35.15982503,129.067275
꾸브라꼬 숯불치킨 부산당감점,"부산광역시 부산진구 백양관문로 10(당감동,나상가 4)",35.16139833,129.0324347
꾸브라꼬 숯불두마리치킨 범천,부산광역시 부산진구 신암로 91(1층 범천동),35.14925285,129.0527379
꾸바꾸바치킨,부산광역시 부산진구 신암로 78-1(범천동),35.14860242,129.0539368
김종구식맛치킨전기바베큐 옛날통닭 부산개금백병원점,부산광역시 부산진구 복지로 50(2층 개금동),35.14875468,129.0204002
김종구식맛치킨·전기바베큐 옛날통닭 부산 초읍점,"부산광역시 부산진구 성지로 37(3동 1층 108호 연지동, 래미안어반파크)",35.17446724,129.0503847
김종구식맛치킨 전기바베큐옛날통닭 당감점,부산광역시 부산진구 동평로 84(1층 당감동),35.16517633,129.0386186
김종구식맛치킨 가야동의대역점,부산광역시 부산진구 가야대로 519(1층 가야동),35.15367754,129.0287701
기영이 숯불두마리치킨 부산서면점,부산광역시 부산진구 서전로68번길 14(2층 전포동),35.15724037,129.0670107
굽네치킨초읍연지점,부산광역시 부산진구 성지로104번길 46(초읍동),35.1811156,129.0529077
굽네치킨양정점,부산광역시 부산진구 동평로406번길 33(1층 양정동),35.17227539,129.0690736
굽네치킨범천점,"부산광역시 부산진구 범일로192번길 54(대원상가 1층 101,102호 범천동)",35.14632659,129.0626758
"굽네치킨개금1,2동점",부산광역시 부산진구 냉정로 188(1층 개금동),35.15007793,129.0206143
네네치킨안락점,부산광역시 동래구 연안로51번길 81-3(안락동),35.19369879,129.1034823
굽네치킨 부전점,부산광역시 부산진구 새싹로 37(1층 101호 부전동),35.16084949,129.0563341
굽네치킨 부산전포점,부산광역시 부산진구 중앙대로 802(1층 104호 전포동),35.16319897,129.0638944
굽네치킨 부산부암점,"부산광역시 부산진구 백양순환로 137-1(부암동,외1필지 1층일부)",35.16845469,129.0410314
교촌치킨전포1호점,부산광역시 부산진구 전포대로200번길 43(1층 전포동),35.15464525,129.0679316
교촌치킨연지점,"부산광역시 부산진구 동평로 299(연지동, 지상1층)",35.17234436,129.0591835
교촌치킨서면점,부산광역시 부산진구 중앙대로 745-1(1층 부전동),35.15927641,129.0599578
교촌치킨가야점,부산광역시 부산진구 엄광로 143(2층 가야동),35.1476761,129.0306698
교촌치킨 초읍대공원점,부산광역시 부산진구 새싹로 274-1(초읍동),35.18057694,129.0474661
교촌치킨 부암1호점,부산광역시 부산진구 동평로 184(부암동),35.16687101,129.0490574
교촌치킨 개금역점,"부산광역시 부산진구 복지로 22-2(1층 개금동, 해승빌딩)",35.1513178,129.0200262
교촌치킨 개금1호점,"부산광역시 부산진구 백양대로208번길 90(104호 개금동, 한진아파트상가동)",35.16179118,129.0254587
교촌치킨,부산광역시 부산진구 동평로 46(당감동),35.16479568,129.0346511
교촌치킨,부산광역시 부산진구 신암로 55-1(1층 범천동),35.1467712,129.0551313
교촌치킨,부산광역시 부산진구 연수로 13-1(1층 양정동),35.17370243,129.0728248
감탄치킨,부산광역시 부산진구 양지로 14(2층 양정동),35.16906913,129.069789
BBQ치킨당감점,"부산광역시 부산진구 당감서로 41(당감동, 지상1층전체)",35.16415556,129.0367725
88 숯불 두마리 치킨(부산본점),부산광역시 부산진구 신천대로65번길 9(다인로얄팰리스 122-1호 범천동),35.14979927,129.0582982
60계치킨부산양정점,부산광역시 부산진구 연수로 12(양정동),35.17329792,129.0726987
60계치킨부산서면점,부산광역시 부산진구 서전로68번길 65(1층 전포동),35.15479478,129.0673299
60계치킨개금·주례점,부산광역시 부산진구 냉정로 194(개금동),35.15021788,129.0211209
60계치킨 당감부암점,"부산광역시 부산진구 당감서로 66-1(당감동,지상1층)",35.16633585,129.036899
후라이드치킨집 영도점,부산광역시 영도구 와치로 213(절영아파트 상가제1동 102호 동삼동),35.07644095,129.0657699
호식이두마리치킨(동삼점),부산광역시 영도구 와치로 171(한나라빌 101호 동삼동),35.07985592,129.0638735
호식이두마리치킨 봉래점,부산광역시 영도구 절영로 121-1(1층 신선동3가),35.08550093,129.0428919
하오요우짜장치킨,"부산광역시 영도구 중복길 111(신선동3가,,7 팔공상가그린빌라101)",35.08408977,129.0466023
피자나라 치킨공주 동삼점,부산광역시 영도구 동삼로 71(1층 동삼동),35.07976432,129.0701774
페리카나치킨,부산광역시 영도구 하나길 614(신선동1가),35.08886992,129.0473324
티바 두마리치킨,부산광역시 영도구 남도여중길 126(신선동2가),35.0873297,129.0451085
코리엔탈깻잎두마리치킨&모락로제떡볶이 청학동삼점,부산광역시 영도구 청학동로 75(청학동),35.09385243,129.0641323
치킨플러스,부산광역시 영도구 웃서발로 16-1(동삼동),35.08214225,129.0673135
치킨신드롬 동삼점,부산광역시 영도구 태종로 675(209동 103호 동삼동),35.07257513,129.0758287
치킨신드롬 대교점,부산광역시 영도구 태종로89번길 18(1층 대교동2가),35.09248303,129.0412371
치킨신드롬,부산광역시 영도구 태종로 331(1층 청학동),35.09634086,129.062015
치킨스톰,부산광역시 영도구 절영로14번길 17-1(대교동1가),35.09321372,129.0390749
치킨삼파전,부산광역시 영도구 남항로10번길 1(지하1층 남항동2가),35.08966512,129.0376809
청학점 굽네치킨,부산광역시 영도구 태종로 260(청학동),35.09800388,129.0563553
처갓집양념치킨 청학점,부산광역시 영도구 청학로 32(4층 2호 청학동),35.09221764,129.0603932
처갓집양념치킨 동삼점,"부산광역시 영도구 동삼북로 20(108동 지하1층 108호 동삼동, 영도 일동 미라주 브라이튼 1단지)",35.08207697,129.0706243
처갓집양념치킨 남항점,부산광역시 영도구 남항시장길 324(1층 영선동2가),35.08780059,129.0427677
지코바치킨 영선점,부산광역시 영도구 영선대로 82(동부산아이존빌아파트 상가동 105호 영선동2가),35.08803417,129.0428584
자담치킨(영도남항점),부산광역시 영도구 남항로 35(남항동1가),35.08896675,129.0402821
자담치킨,"부산광역시 영도구 함지로 19(상가B동 103호 동삼동, 반도보라비치타운)",35.07180114,129.0603589
육십(60)계치킨 영도점,부산광역시 영도구 절영로 557(상가동 103호 동삼동),35.07547441,129.0721278
예루치킨 옛날통닭,"부산광역시 영도구 남항서로104번길 12(1,2층 남항동2가)",35.08931709,129.0372708
영계치킨,부산광역시 영도구 남항로41번길 43(1층 대교동2가),35.09054848,129.0418815
썬더치킨(영도점),부산광역시 영도구 중리북로 12(우일화랑아파트 상가동 2층 201호 동삼동),35.07053486,129.0670087
쌍둥이 숯불두마리치킨 영도점,부산광역시 영도구 태종로 764(1층 2호 동삼동),35.06800699,129.0806695
숯양두마리치킨 영도점,"부산광역시 영도구 남항서로70번길 99(106호 영선동3가, 신풍아파트)",35.08532575,129.0402029
송송숯불두마리치킨 영도점,"부산광역시 영도구 대교로 22(미광마린타워 B동 106,107호 봉래동2가)",35.09377577,129.0428987
비비큐치킨 영선점,부산광역시 영도구 꿈나무길 255(신선동3가),35.08622854,129.0431863
바른치킨 부산 청학점,부산광역시 영도구 청학북로 2(1층 청학동),35.09392502,129.0568729
바른치킨,"부산광역시 영도구 중리로 53(상가2동 204호 동삼동, 절영아파트)",35.07572725,129.0679974
멕시카나치킨영선점,부산광역시 영도구 꿈나무길 238(영선동3가),35.08633868,129.0429574
멕시카나치킨,부산광역시 영도구 와치로 213(절영아파트 2층 208호 동삼동),35.07644095,129.0657699
맥시칸치킨(태종대점),부산광역시 영도구 태종로 764(동삼동),35.06800699,129.0806695
맘스터치 피자앤치킨 봉래점,부산광역시 영도구 태종로 176-6(2층 봉래동4가),35.09399464,129.0478258
림스치킨 영도 동삼점,부산광역시 영도구 동삼로 76(1층 동삼동),35.08012174,129.0705329
림스치킨,부산광역시 영도구 태종로 96(대교동2가),35.09137405,129.0412669
림스치킨,부산광역시 영도구 태종로 94-1(대교동2가),35.09151047,129.041126
러브 피자앤 치킨,부산광역시 영도구 웃서발로 53(동삼동),35.07936676,129.0682423
또봉이치킨 대평동점,"부산광역시 영도구 대평로 15(1층 2호 대평동1가, 대평태림)",35.09042597,129.0351463
땅땅치킨 영도점,부산광역시 영도구 태종로 125-1(1층 영선동1가),35.09124541,129.0436451
디케이치킨 남항점,부산광역시 영도구 절영로35번길 57(영선동1가),35.09025705,129.0422287
동근이숯불두마리치킨,부산광역시 영도구 중리로 24(국제마마 뉴비치타운 2층 201호 동삼동),35.07307986,129.0687085
네네치킨영도동삼점,부산광역시 영도구 동삼로59번길 15(동삼동),35.07845404,129.0695243
남항점굽네치킨,부산광역시 영도구 절영로93번길 25-1(남항동2가),35.08764999,129.0403641
남다른썬치킨 영도2호점,부산광역시 영도구 동삼로 55(동삼동),35.07840268,129.0702363
남다른 썬치킨 영도1호점,부산광역시 영도구 청학로 91(1층 청학동),35.09635823,129.061061
꾸브라꼬 숯불치킨,부산광역시 영도구 영선대로 82(상가동 1층 107호 영선동2가),35.08803417,129.0428584
굽네치킨 동삼점,부산광역시 영도구 동삼로 79(동삼동),35.08053827,129.0703191
교촌치킨 봉래영선점,부산광역시 영도구 태종로 125-2(1층 영선동1가),35.09130878,129.043613
교촌치킨 대교남항점,부산광역시 영도구 절영로 50(1층 남항동1가),35.09019998,129.0383786
교촌치킨,부산광역시 영도구 태종로 352(청학동),35.09532569,129.0636798
교촌치킨,"부산광역시 영도구 동삼로 105(지하1층 102호 동삼동, 대성베른시티)",35.0828298,129.0711167
BHC치킨,"부산광역시 영도구 동삼로 106(102,202호 동삼동, 뉴동아빌라)",35.08257433,129.0714642
호식이두마리치킨(수정점),부산광역시 동구 망양로 731-1(수정동),35.12956829,129.0410513
피자나라치킨공주 부산수정점,부산광역시 동구 수정동로 3-2(1층 수정동),35.12963965,129.044278
치킨신드롬(부산역점),부산광역시 동구 중앙대로274번길 7-7(초량동),35.12149256,129.0440971
치킨신드롬,부산광역시 동구 초량로 46-2(초량동),35.12024302,129.0374109
치킨스트롬,"부산광역시 동구 고관로 27(초량동,,34, 44)",35.12789058,129.0464061
치킨스텁,부산광역시 동구 진성로 5-4(수정동),35.12946736,129.0485659
처갓집 양념치킨(범일점),부산광역시 동구 범상로 23(범일동),35.14249859,129.0489088
처갓집 양념치킨 동구청점,부산광역시 동구 수정로 18(수정동),35.12794636,129.045167
찐불이찐숯불두마리치킨 부산역점,부산광역시 동구 중앙대로196번길 6-7(초량동),35.11370401,129.0399606
지코바 양념치킨,부산광역시 동구 수정중로 9(1층 수정동),35.12939192,129.0437372
자담치킨 초량점,부산광역시 동구 초량상로 144-1(1층 수정동),35.12381337,129.0415156
옛날치킨,부산광역시 동구 중앙대로195번길 25(1층 초량동),35.11527261,129.0378414
썬더치킨,부산광역시 동구 범곡북로 3(범일동),35.14166681,129.0554165
쌍둥이숯불두마리치킨,"부산광역시 동구 초량상로157번길 46(1층 101호 수정동, 이정팰리스)",35.1256485,129.0440405
멕켄치킨,부산광역시 동구 조방로49번길 18-1(범일동),35.13916658,129.0599271
멕시칸치킨,부산광역시 동구 성남이로37번길 24(좌천동),35.13294928,129.0555342
맥시칸치킨,부산광역시 동구 성북로 59-1(범일동),35.13842958,129.0482969
맘스터치 피자앤치킨 범일점,부산광역시 동구 자성로133번길 31(1층 106 일부호 범일동),35.13954174,129.0633996
땅땅치킨 부산역점,부산광역시 동구 중앙대로209번길 6(초량동),35.11611407,129.0395744
디케이 치킨,부산광역시 동구 진성로9번길 13(수정동),35.12924755,129.0479267
디디씨치킨(초량산복도로점),"부산광역시 동구 망양로 481(가동 지하1층 초량동, 쏠라맨션)",35.11683513,129.0332647
동근이 숯불두마리치킨,부산광역시 동구 진성로 78(1층 수정동),35.13429718,129.0445899
닭서방 통다리치킨,부산광역시 동구 초량상로 101-1(초량동),35.12075945,129.0392057
네네치킨(초량점),부산광역시 동구 초량북로 1(초량동),35.12030348,129.0345592
남썬치킨 부산역점,부산광역시 동구 중앙대로221번길 13(1층 초량동),35.11706973,129.0395537
남다른썬치킨(부산진역점),부산광역시 동구 진성로 5(수정동),35.1293944,129.0486637
꾸브라꼬숯불두마리치킨,부산광역시 동구 초량상로 39(1층 초량동),35.11547363,129.0364727
꼬꼬아찌치킨,부산광역시 동구 망양로 629-1(수정동),35.12626457,129.035282
깻잎두마리치킨 부산동구점,부산광역시 동구 초량상로79번길 33-2(1층 초량동),35.11943073,129.036479
김종구식맛치킨전기바베큐옛날통닭 부산진역점,부산광역시 동구 고관로 123(1층 수정동),35.12961528,129.0470975
김종구식맛치킨 초량점,부산광역시 동구 고관로29번길 30(1층 초량동),35.12262743,129.0410616
굽네치킨(초량점),부산광역시 동구 초량로 59(초량동),35.11956921,129.0360968
굽네치킨 부산범일점,"부산광역시 동구 중앙대로 514(1층 103호 범일동, 한성기린프라자)",35.13897637,129.0569399
굽네치킨,부산광역시 동구 홍곡로 74(수정동),35.12536308,129.0426434
교촌치킨(수정1호점),부산광역시 동구 수정로 20-2(1층 수정동),35.12818325,129.0448738
교촌치킨 초량점,부산광역시 동구 초량상로 102(초량동),35.12059552,129.0394011
교촌치킨,부산광역시 동구 조방로49번길 10(범일동),35.13994188,129.0599152
836 바베큐치킨,부산광역시 동구 초량중로 50(초량동),35.11623559,129.0380182
60계치킨 부산초량점,부산광역시 동구 고관로29번길 51-1(초량동),35.12280022,129.039835
호식이두마리치킨대신점,부산광역시 서구 보수대로 173(동대신동1가),35.11085734,129.0217588
호식이두마리치킨 부산송도점,부산광역시 서구 해돋이로 18(2층 남부민동),35.0832282,129.0197469
호식이두마리치킨 부민점,부산광역시 서구 구덕로 201-1(1층 부민동2가),35.10268081,129.0197152
피자나라치킨공주,부산광역시 서구 구덕로148번길 3-2(토성동5가),35.09827086,129.0210312
투윙치킨,부산광역시 서구 해돋이로22번길 3-7(2층 남부민동),35.08289198,129.018997
치킨플러스 아미토성점,부산광역시 서구 구덕로157번길 26(1층 아미동1가),35.09885083,129.0185268
치킨신드롬 대신점,"부산광역시 서구 대영로38번길 11(110동 104호 서대신동1가, 대신 푸르지오)",35.10739824,129.0161323
치킨신드롬,부산광역시 서구 천마로 93(남부민동),35.08472184,129.0211362
청년 숯불 두마리 치킨,부산광역시 서구 망양로92번길 80(동대신동3가),35.11429892,129.0209023
처갓집양념치킨(송도점),"부산광역시 서구 충무대로 34(2층 2-2호 암남동, 송남상가아파트)",35.07848441,129.0168149
처갓집양념치킨 서대신점,"부산광역시 서구 대영로38번길 11(110동 106호 서대신동1가, 대신 푸르지오)",35.10739824,129.0161323
처갓집양념치킨 동해점,"부산광역시 서구 천마로 192(307호 남부민동, 홍아맨션)",35.09268046,129.0222994
지코바치킨,부산광역시 서구 부용로 5(서대신동1가),35.10898418,129.0161959
지코바숯불치킨,부산광역시 서구 천마로 230-2(충무동2가),35.09605815,129.0226048
자담치킨 대신점,부산광역시 서구 대영로 33-1(1층 서대신동2가),35.10946869,129.0153902
이춘봉인생치킨,부산광역시 서구 대영로74번길 15-1(2층 동대신동1가),35.10985653,129.0196511
엄닭두마리치킨,부산광역시 서구 대영로111번길 11(1층 동대신동2가),35.11236321,129.0227649
봉이치킨 충무점,부산광역시 서구 충무시장길 9(충무동1가),35.09592205,129.0237767
본스치킨＆명품명가안동찜닭,부산광역시 서구 망양로33번길 21(서대신동3가),35.11374612,129.0126679
맥시칸치킨,부산광역시 서구 보수대로 241-1(2층 동대신동3가),35.11552749,129.0173743
땅땅치킨 대신동점,부산광역시 서구 구덕로296번길 35(동대신동2가),35.1111833,129.0194483
디케이동키치킨 서대신점,"부산광역시 서구 대영로38번길 11(110동 1층 102호 서대신동1가, 대신 푸르지오)",35.10739824,129.0161323
동키치킨,부산광역시 서구 보수대로 248-1(동대신동3가),35.11628247,129.017636
동근이숯불두마리치킨,부산광역시 서구 구덕로148번길 37(토성동1가),35.09819296,129.0227851
대신점굽네치킨,부산광역시 서구 구덕로345번길 13(서대신동3가),35.11412487,129.0148008
네네치킨대신점,부산광역시 서구 망양로 28(2층 서대신동3가),35.11298057,129.0136676
네네치킨 부민충무점,부산광역시 서구 구덕로124번길 40(1층 토성동1가),35.10070611,129.0197893
남썬치킨 아미점,부산광역시 서구 해돋이로269번길 3(아미동2가),35.10038503,129.0161658
남다른 썬치킨,부산광역시 서구 충무대로 34(암남동),35.07848441,129.0168149
꾸브라꼬숯불두마리치킨 대신점,부산광역시 서구 대영로73번길 112(1층 동대신동3가),35.11520809,129.0167669
꾸브라꼬 숯불두마리치킨,부산광역시 서구 충무대로82번길 27-1(1층 암남동),35.0784176,129.02154
김종구식맛치킨·전기바베큐 옛날통닭 동대신역점,부산광역시 서구 구덕로296번길 3(1층 동대신동2가),35.11061994,129.0178397
굽네치킨 부산송도점,"부산광역시 서구 암남공원로 72(상가동 1층 암남동, 송도현대아파트)",35.0700469,129.0168526
구덕치킨,부산광역시 서구 구덕로 350(동대신동3가),35.11502544,129.0159748
교촌치킨아미부민점,부산광역시 서구 보수대로 99(부민동1가),35.10458942,129.0210662
교촌치킨 남부민점,부산광역시 서구 천마로 224(2층 충무동2가),35.09545455,129.0225644
교촌치킨,"부산광역시 서구 감천로 271(108~109호 암남동, 송도정림비치타운)",35.08161886,129.017106
교촌치킨,부산광역시 서구 대영로 30(1층 서대신동1가),35.10940182,129.0147641
BBQ치킨 서대신점,부산광역시 서구 동대로 34(1층 동대신동3가),35.11814888,129.0186466
치킨 신드롬 부평점,부산광역시 중구 보수대로44번길 10-1(1층 부평동3가),35.10140192,129.0238562
처갓집양념치킨 영주점,부산광역시 중구 중구로 64(지상1층 대청동4가),35.10335487,129.0284765
"찐불이, 찐 숯불 두마리 치킨",부산광역시 중구 흑교로 54(2층 보수동1가),35.10428538,129.0250441
지코바숯불치킨,부산광역시 중구 중구로 148(1층 동광동5가),35.10828272,129.035153
종국이두마리치킨,"부산광역시 중구 보수대로56번길 6-1(부평동4가, 8)",35.10164572,129.0227405
이춘봉 치킨 부산중앙점,부산광역시 중구 대청로 137(1층 중앙동3가),35.10301027,129.0350643
영주대청점굽네치킨,부산광역시 중구 동영로 24(영주동),35.10907379,129.0343512
아닥치킨,부산광역시 중구 대청로 21(1층 보수동3가),35.10340846,129.0221483
썬더치킨 메리놀점,부산광역시 중구 동영로 4(1층 동광동5가),35.10760521,129.0332138
쌍둥이숯불두마리치킨,부산광역시 중구 보수대로106번길 37(1층 보수동3가),35.10399014,129.0226492
세븐치킨,부산광역시 중구 중구로 162(영주동),35.10948465,129.0358483
비에스 치킨,부산광역시 중구 법수길 7(보수동1가),35.10445068,129.0257481
별빛 치킨,"부산광역시 중구 보수대로106번길 14(1층 보수동3가, 22-2번지)",35.10477351,129.0216828
미스터치킨맨,부산광역시 중구 망양로 277(지하층 보수동1가),35.10720432,129.0262982
멕코이치킨,부산광역시 중구 보수대로24번길 9-1(1층 부평동2가),35.09907498,129.0261414
멕시칸치킨,부산광역시 중구 동광길 76(중앙동4가),35.10611105,129.0350706
맥시칸 치킨,부산광역시 중구 영주로 68(영주동),35.11324577,129.0303013
맘스터치피자앤치킨,부산광역시 중구 동광길 42(1층 101호 중앙동4가),35.10459967,129.0347224
디디치킨,부산광역시 중구 망양로 341(대청동4가),35.10793549,129.0304209
동키치킨,부산광역시 중구 해관로 66(중앙동4가),35.104736,129.0356455
네네치킨,부산광역시 중구 대청로25번길 4(1층 보수동3가),35.1035105,129.0228735
남다른 썬치킨 중앙동점,부산광역시 중구 중앙대로41번길 4(1층 중앙동5가),35.10131676,129.0359861
남다른 썬치킨 메리놀병원점,"부산광역시 중구 중구로97번길 3(1층 104호 대청동4가, 동호이루마시티)",35.10534407,129.0309366
나이스치킨,"부산광역시 중구 초량중로5번길 1(영주동, 53-12)",35.11260213,129.0360085
나리치킨,"부산광역시 중구 광복로12번길 5(1층 부평동1가, 31)",35.09902759,129.026415
꼬꼬무 숯불두마리치킨,부산광역시 중구 중구로62번길 16(1층 대청동3가),35.10334489,129.02965
교촌치킨 영주대청점,"부산광역시 중구 중구로 70-1(2층 대청동4가, 부성빌딩)",35.10372885,129.0290187
교촌치킨 남포부평점,부산광역시 중구 해관로 17-1(1층 중앙동1가),35.10044531,129.035646
김종구식맛치킨·전기바베큐 옛날통닭 부산 낙민역점,부산광역시 동래구 충렬대로 312(1층 낙민동),35.19920325,129.092894
지코바양념치킨 덕천점,부산광역시 북구 의성로 109(1층 덕천동),35.21095817,129.0109428
청도치킨,부산광역시 남구 용소로8번길 42(1층 대연동),35.13578742,129.0982224
치킨마루 문현점,"부산광역시 남구 전포대로 16(101.102동 지하21호 문현동, 이안아파트)",35.13829149,129.0682115
치킨삼파전 메트로시티 용호점,부산광역시 남구 동명로131번길 33(용호동),35.12135381,129.1113141
치킨신드롬,"부산광역시 남구 수영로 345(115동 1층 103-1호 대연동, 대연힐스테이트푸르지오)",35.13988561,129.1035228
치킨신드롬 대연비치점,"부산광역시 남구 황령대로 504(상가동 114-1호 대연동,대연비치아파트)",35.13582433,129.1099858
치킨신드롬 메트로자이점,부산광역시 남구 분포로 61(빌리브센트로 A동 1층 A149호 용호동),35.13129069,129.1119101
치킨신드롬 못골점,"부산광역시 남구 수영로 135(상가 B동 1층 102호 대연동, 대연롯데캐슬레전드)",35.13518219,129.0803396
치킨신드롬 문현대림시티점,부산광역시 남구 수영로 26(문현동),35.13621609,129.0704996
네네치킨온천점,부산광역시 동래구 차밭골로 27(온천동),35.21660331,129.0784642
치킨신드롬(대연점),부산광역시 남구 유엔로183번길 71(1층 일부호 대연동),35.13341762,129.0961387
치킨신드롬(우암점),"부산광역시 남구 우암로154번길 25(401동 2층 212호 우암동, 이안오션파크W)",35.12542996,129.0802436
치킨에 홀린 까닭(홀까닭),부산광역시 남구 용소로14번길 14(대연동),35.13596085,129.0999694
티바두마리치킨,부산광역시 남구 전포대로67번길 22(문현동),35.14293125,129.065419
피자나라치킨공주 대연점,부산광역시 남구 못골번영로46번길 46(1일부층 대연동),35.13906595,129.0915289
피자나라치킨공주용호점,부산광역시 남구 동명로 176(용호동),35.11864172,129.1160933
호식이 두마리 치킨,부산광역시 남구 유엔평화로41번길 45(대연동),35.13128637,129.0945849
호식이 두마리 치킨 감만점,"부산광역시 남구 석포로 7(감만동,우암자유4차A 상가106)",35.12232511,129.0817056
호식이두마리치킨 문현점,"부산광역시 남구 고동골로78번길 23(2동 3호 문현동, 한양아파트)",35.14406926,129.0733241
호식이두마리치킨 용호점,"부산광역시 남구 동명로170번길 93(용호동,용호동일타운102호)",35.11487819,129.1146487
홍단치킨,부산광역시 남구 수영로334번길 9(대연동),35.13802846,129.102565
286 노릇별눌랑치킨 본점,부산광역시 북구 학사로 140(덕진 상뜨레-뷰 앙코르 204호 화명동),35.23491021,129.0085267
2피자1치킨상회부산북구점,부산광역시 북구 금곡대로318번길 25(화명동),35.23681515,129.0157026
60계치킨(화명카이저점),"부산광역시 북구 금곡대로 166(903동 화명동, 롯데캐슬카이저상가B106호 일부)",35.22636131,129.0122107
bbq치킨(구포시장점),부산광역시 북구 팽나무로 1(2층 구포동),35.20501672,129.0046092
걸작떡볶이치킨,"부산광역시 북구 백양대로 1136(상가114동 2층 213호 구포동, 리버파크 반도유보라아파트)",35.20425127,129.0023484
경아두마리치킨구포덕천점,부산광역시 북구 모분재로23번길 75(1층 구포동),35.20651274,129.010053
교촌치킨,부산광역시 북구 덕천로 135(덕천동),35.21074472,129.0191884
교촌치킨,부산광역시 북구 시랑로101번길 38(구포동),35.1983417,129.0084253
교촌치킨 금곡점,부산광역시 북구 효열로 228(금곡동),35.26406337,129.0200544
교촌치킨(덕천역점),부산광역시 북구 덕천2길 41(덕천동),35.2095894,129.0075431
교촌치킨구포2호점,부산광역시 북구 백양대로 1061(구포동),35.20004044,128.9970584
교촌치킨만덕1호점,부산광역시 북구 만덕2로 3(만덕동),35.21227427,129.0364841
교촌치킨만덕2호,부산광역시 북구 만덕3로 44-1(만덕동),35.21162996,129.0285461
교촌치킨화명1호점,부산광역시 북구 화명대로 108(유림아파트 상가동 1층 102호 화명동),35.2348058,129.0198962
교촌치킨화명3호점,부산광역시 북구 금곡대로 414(화명동),35.24521101,129.0130825
교촌치킨화명신도시점,"부산광역시 북구 금곡대로303번길 94(101호 화명동, 화명동 더누림 오피스텔)",35.23623392,129.008686
구남 불맛치킨,부산광역시 북구 백양대로1063번길 12(1층 구포동),35.20052066,128.9967568
구포점굽네치킨,부산광역시 북구 시랑로47번길 4(구포동),35.20127048,129.0052658
굽네치킨,부산광역시 북구 만덕2로44번길 72(106동 106호 만덕동),35.21089026,129.0338965
굽네치킨(부산화명신도시점),"부산광역시 북구 산성로 28(201동 15호 화명동, 화명푸르지오 헤리센트)",35.23916511,129.0160176
기영이 숯불두마리치킨 부산화명점,부산광역시 북구 산성로12번길 72(1층 화명동),35.23603573,129.0151325
김종구식맛치킨 · 전기바베큐 옛날통닭 부산 화명점,부산광역시 북구 화명신도시로 8(거림빌딩 2층 화명동),35.22495091,129.0084033
김종구식맛치킨 · 전기바베큐옛날통닭 부산숙등역점,"부산광역시 북구 만덕대로 81(상가501동 18호 일부호 덕천동, 포레나부산덕천)",35.21270541,129.0121946
김종구식맛치킨·전기바베큐 옛날통닭 구남역점,부산광역시 북구 백양대로 1028(1층 105호 구포동),35.19723184,128.9955086
김종구식맛치킨·전기바베큐 옛날통닭 부산만덕점,부산광역시 북구 만덕3로 55-1(1층 만덕동),35.21117833,129.0297156
깻잎 두마리치킨 구포점,부산광역시 북구 가람로52번길 79-2(1층 구포동),35.20542879,129.0027473
꾸브라꼬 숯불두마리치킨,부산광역시 북구 만덕대로 147(삼정그린코아아파트 상가3동 103호 덕천동),35.21338054,129.0208799
꾸브라꼬 숯불두마리치킨,"부산광역시 북구 금곡대로303번길 80(110호 화명동, 화명코아프라자)",35.23614721,129.0093551
꾸브라꼬 숯불두마리치킨 (화명점),"부산광역시 북구 산성로 28(201동 12호 화명동, 화명푸르지오 헤리센트)",35.23916511,129.0160176
남다른썬치킨(화명1호점),부산광역시 북구 학사로17번가길 6(화명동),35.22386831,129.0074342
